,budget,genres,id,language,overview,popularity,production_companies,release_date,revenue,runtime,title,vote_average,vote_count,year,month,day
2371,18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",13809,en,"When a Russian mobster sets up a real estate scam that generates millions of pounds, various members of London's criminal underworld pursue their share of the fortune. Various shady characters, including Mr One-Two, Stella the accountant, and Johnny Quid, a druggie rock-star, try to claim their slice.",31.887978,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Toff Guy Films"", ""id"": 2900}, {""name"": ""Warner Bros."", ""id"": 6194}]",2008-09-04,25739015,114.0,RockNRolla,6.9,836,2008,9,4
2374,25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",33870,en,"At the age of 11, Li was plucked from a poor Chinese village by Madame Mao's cultural delegates and taken to Beijing to study ballet. In 1979, during a cultural exchange to Texas, he fell in love with an American woman. Two years later, he managed to defect and went on to perform as a principal dancer for the Houston Ballet and as a principal artist with the Australian Ballet.",1.876811,"[{""name"": ""Great Scott Productions Pty. Ltd."", ""id"": 2814}]",2009-10-01,20719451,117.0,Mao's Last Dancer,6.8,28,2009,10,1
2375,18000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",245703,en,A father and son go on the run after the dad learns his child possesses special powers.,32.717853,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Faliro House Productions"", ""id"": 19246}, {""name"": ""Tri-State Pictures"", ""id"": 50914}]",2016-02-18,6212282,112.0,Midnight Special,6.2,694,2016,2,18
2377,18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",127560,en,"A victim from World War II's ""Death Railway"" sets out to find those responsible for his torture. A true story.",13.916583,"[{""name"": ""Archer Street Productions"", ""id"": 1471}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Pictures in Paradise"", ""id"": 3207}, {""name"": ""Silver Reel"", ""id"": 12075}, {""name"": ""Latitude Media"", ""id"": 15577}, {""name"": ""Thai Occidental Productions"", ""id"": 15578}]",2013-12-26,22309223,116.0,The Railway Man,6.7,273,2013,12,26
2380,2700000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",10017,en,"Packard Walsh and his motorized gang control and terrorize an Arizona desert town where they force drivers to drag-race so they can 'win' their vehicles. After Walsh beats the decent teenager Jamie Hankins to death after finding him with his girlfriend, a mysterious power creates Jake Kesey, an extremely cool motor-biker who has a car which is invincible. Jake befriends Jamie's girlfriend Keri Johnson, takes Jamie's sweet brother Bill under his wing and manages what Sheriff Loomis couldn't; eliminate Packard's criminal gang the hard way...",10.47644,"[{""name"": ""New Century Entertainment Corporation"", ""id"": 10165}, {""name"": ""Alliance Entertainment"", ""id"": 10166}, {""name"": ""Turbo Productions"", ""id"": 59346}]",1986-11-21,3500000,93.0,The Wraith,5.9,108,1986,11,21
2381,18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",11468,en,"After the murder of his beloved wife, a man in search of redemption is set adrift in a world where nothing is as it seems. On his journey, he befriends slacker Jimmy ""The Finn"", becomes involved in rescuing his neighbor Colette from her own demons, and gets entangled in a web of deceit full of unexpected twists and turns.",10.991281,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Darkwoods Productions"", ""id"": 3982}]",2002-01-01,676698,103.0,Salton Sea,7.0,104,2002,1,1
2382,18000000,"[{""id"": 10402, ""name"": ""Music""}]",193613,en,"Trip, a young roadie for Metallica, is sent on an urgent mission during the band's show. But what seems like a simple assignment turns into a surreal adventure.",7.871686,"[{""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Picturehouse Entertainment"", ""id"": 11486}]",2013-09-25,7972967,93.0,Metallica: Through the Never,6.7,83,2013,9,25
2383,18000000,"[{""id"": 18, ""name"": ""Drama""}]",17436,en,"A collection of intersecting short stories set in early 1980's Los Angeles, depicts a week in the lives of an assortment of socially alienated, mainly well-off characters who numb their sense of emptiness with casual sex, violence, and drugs.",6.333869,"[{""name"": ""Senator Entertainment Co"", ""id"": 3319}]",2008-11-05,382174,98.0,The Informers,4.4,60,2008,11,5
2384,18000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 36, ""name"": ""History""}]",43434,en,"The story of Venezuelan revolutionary, Ilich Ramirez Sanchez, who founded a worldwide terrorist organization and raided the OPEC headquarters in 1975 before being caught by the French police.",1.138383,"[{""name"": ""Egoli Tossell Film AG"", ""id"": 2254}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Arte France"", ""id"": 6111}, {""name"": ""Films en Stock"", ""id"": 11394}]",2010-05-19,871279,338.0,Carlos,6.7,50,2010,5,19
2387,3500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",8408,en,"The final chapter of George A. Romero's ""Dead Trilogy"". In an underground government installation they are searching for a cure to overcome this strange transformation into zombies. Unfortunately, the zombies from above ground have made their way into the bunker.",18.025206,"[{""name"": ""Dead Films"", ""id"": 2482}, {""name"": ""Laurel Entertainment"", ""id"": 2483}, {""name"": ""Toei"", ""id"": 5822}]",1985-07-19,34000000,96.0,Day of the Dead,6.9,270,1985,7,19
2389,18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}]",9389,fr,"To find Ilona and unlock the secrets of her disappearance, Karas must plunge deep into the parallel worlds of corporate espionage, organized crime and genetic research - where the truth imprisons whoever finds it first and miracles can be bought but at a great price.",9.244181,"[{""name"": ""Onyx Films"", ""id"": 2203}, {""name"": ""Backup Films"", ""id"": 5381}, {""name"": ""France2 Cin\u00e9ma"", ""id"": 7089}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}]",2006-03-16,1831348,105.0,Renaissance,6.7,77,2006,3,16
2390,17900000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",9626,en,"The tyrant Gedren seeks the total power in a world of barbarism. She raids the city Hablac and kills the keeper of a talisman that gives her great power. Red Sonja, sister of the keeper, sets out with her magic sword to overthrow Gedren.",12.752463,"[{""name"": ""Famous Films (II)"", ""id"": 3418}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Dino De Laurentiis Company"", ""id"": 10308}]",1985-04-09,6948633,89.0,Red Sonja,5.0,206,1985,4,9
2391,14000000,"[{""id"": 53, ""name"": ""Thriller""}]",75638,en,"Two investigators of paranormal hoaxes, the veteran Dr. Margaret Matheson and her young assistant, Tom Buckley, study the most varied metaphysical phenomena with the aim of proving their fraudulent origins. Simon Silver, a legendary blind psychic, reappears after an enigmatic absence of 30 years to become the greatest international challenge to both orthodox science and professional sceptics. Tom starts to develop an intense obsession with Silver, whose magnetism becomes stronger with each new manifestation of inexplicable events. As Tom gets closer to Silver, tension mounts, and his worldview is threatened to its core.",22.748174,"[{""name"": ""First Generation Films"", ""id"": 4908}, {""name"": ""Antena 3 Films"", ""id"": 6538}, {""name"": ""Televisi\u00f3 de Catalunya TV3"", ""id"": 6778}, {""name"": ""Canal+ Espa\u00f1a"", ""id"": 9335}, {""name"": ""Instituto de la Cinematograf\u00eda y de las Artes Audiovisuales (ICAA)"", ""id"": 9974}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Nostromo Pictures"", ""id"": 11068}, {""name"": ""Generalitat de Catalunya - Institut Catal\u00e0 de les Ind\u00fastries Culturals (ICIC)"", ""id"": 16055}, {""name"": ""Cindy Cowan Entertainment"", ""id"": 22862}, {""name"": ""La Sexta"", ""id"": 22863}, {""name"": ""Attitude Pin\u00edculas y Films A.I.E."", ""id"": 58260}]",2012-03-02,13551174,119.0,Red Lights,6.0,376,2012,3,2
2392,20000000,"[{""id"": 35, ""name"": ""Comedy""}]",8363,en,"High school best buddies are facing separation anxiety as they prepare to go off to college. While attempting to score alcohol for a party with help from a fake ID-toting friend, the guys' evening takes a turn into chaotic territory.",33.436092,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Apatow Productions"", ""id"": 10105}]",2007-08-17,121463226,113.0,Superbad,7.0,2100,2007,8,17
2393,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",15670,en,"At long last, Madea returns to the big screen in TYLER PERRY'S MADEA GOES TO JAIL. This time America's favorite irreverent, pistol-packin' grandmomma is raising hell behind bars and lobbying for her freedom...Hallelujer!",3.107371,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Tyler Perry Company, The"", ""id"": 3096}]",2009-02-16,90508336,103.0,Madea Goes to Jail,6.4,52,2009,2,16
2395,23000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",8328,en,"When rebellious street dancer Andie lands at the elite Maryland School of the Arts, she finds herself fighting to fit in while also trying to hold onto her old life. When she joins forces with the schools hottest dancer, Chase, to form a crew of classmate outcasts to compete in Baltimore s underground dance battle The Streets.",28.973074,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Offspring Entertainment"", ""id"": 2378}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",2008-02-14,150816700,98.0,Step Up 2: The Streets,6.5,640,2008,2,14
2396,15000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",10982,en,"The recipes of candies of the goody shops have been stolen by the Goody Bandit, and many animals are out of business. While the police are chasing the criminal, there is a mess at Granny's house evolving Little Red Hiding Hood, The Wolf, The Woodsman and Granny, disturbing the peace in the forest and they are all arrested by the impatient Chief Grizzly.",23.980329,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Kanbar Entertainment"", ""id"": 7580}, {""name"": ""Blue Yonder Films"", ""id"": 49126}]",2005-12-16,51053787,80.0,Hoodwinked!,5.9,479,2005,12,16
2397,17500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",205,en,"Inspired by true events, this film takes place in Rwanda in the 1990s when more than a million Tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives.",28.60542,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""United Artists"", ""id"": 60}, {""name"": ""Industrial Development Corporation of South Africa"", ""id"": 564}, {""name"": ""Endgame Entertainment"", ""id"": 1205}, {""name"": ""Miracle Pictures"", ""id"": 2760}, {""name"": ""Sixth Sense Productions"", ""id"": 7495}, {""name"": ""Mikado Film"", ""id"": 11912}, {""name"": ""Inside Track Films"", ""id"": 19834}]",2004-09-11,38000000,121.0,Hotel Rwanda,7.5,793,2004,9,11
2398,24000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1620,en,"The best-selling videogame, Hitman, roars to life with both barrels blazing in this hardcore action-thriller starring Timothy Olyphant. A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.",42.669304,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Anka Film"", ""id"": 867}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""Daybreak Productions"", ""id"": 11746}, {""name"": ""Prime Universe Productions"", ""id"": 11747}]",2007-11-21,99965753,89.0,Hitman,5.9,966,2007,11,21
2399,17500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",175541,en,"A street-wise teen from Baltimore who has been raised by a single mother travels to New York City to spend the Christmas holiday with his estranged relatives, where he embarks on a surprising and inspirational journey.",7.180403,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Malvern Pictures"", ""id"": 85720}]",2013-11-27,7018189,93.0,Black Nativity,5.8,16,2013,11,27
2400,18000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",241254,en,A family man who turns out to be a retired mob enforcer must travel across the country to find his daughter who has gone missing.,21.638673,"[{""name"": ""Grindstone Entertainment Group"", ""id"": 3604}, {""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Oasis Films"", ""id"": 33831}, {""name"": ""Aperture Entertainment"", ""id"": 33832}]",2014-08-22,266586800,93.0,The Prince,4.6,218,2014,8,22
2403,18500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",679,en,"When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story, all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.",67.66094,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""SLM Production Group"", ""id"": 396}, {""name"": ""Brandywine Productions"", ""id"": 19747}]",1986-07-18,183316455,137.0,Aliens,7.7,3220,1986,7,18
2404,17000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",11113,en,A misogynistic and snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,20.786616,"[{""name"": ""Warner Bros."", ""id"": 6194}]",1964-10-21,72070731,170.0,My Fair Lady,7.4,352,1964,10,21
2405,17000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",3597,en,"As they celebrate their high school graduation, four friends are involved in a hit-and-run accident when their car hits and apparently kills a pedestrian on an isolated roadway. They dispose of the body and vow to keep the incident a secret, a year later somebody starts sending them letters bearing the warning ""I Know What You Did Last Summer.""",27.654472,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Mandalay Entertainment"", ""id"": 1236}, {""name"": ""Summer Knowledge LLC"", ""id"": 1464}]",1997-10-17,125586134,100.0,I Know What You Did Last Summer,5.6,687,1997,10,17
2406,17000000,"[{""id"": 35, ""name"": ""Comedy""}]",193893,en,"It's the ultimate buddy cop movie except for one thing: they're not cops.  When two struggling pals dress as police officers for a costume party, they become neighborhood sensations.  But when these newly-minted “heroes” get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",70.668923,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""WideAwake"", ""id"": 28787}, {""name"": ""Genre Films"", ""id"": 28788}]",2014-08-13,136621271,104.0,Let's Be Cops,6.4,1219,2014,8,13
2407,16000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9675,en,"Two middle-aged men embark on a spiritual journey through Californian wine country. One is an unpublished novelist suffering from depression, and the other is only days away from walking down the aisle.",23.425431,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Michael London Productions"", ""id"": 1187}, {""name"": ""Sideways Productions Inc."", ""id"": 12157}]",2004-10-22,109502303,126.0,Sideways,6.9,478,2004,10,22
2408,17500000,"[{""id"": 35, ""name"": ""Comedy""}]",9988,en,"During a trip to Germany to scatter their grandfather's ashes, German-American brothers Todd and Jan discover Beerfest, the secret Olympics of downing stout, and want to enter the contest to defend their family's beer-guzzling honor. Their Old Country cousins sneer at the Yanks' chances, prompting the siblings to return to America to prepare for a showdown the following year.",14.304444,"[{""name"": ""Broken Lizard Industries"", ""id"": 2773}]",2006-08-25,19179969,110.0,Beerfest,5.8,172,2006,8,25
2409,300000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",948,en,"In John Carpenter's horror classic, a psychotic murderer, institutionalized since childhood for the murder of his sister, escapes and stalks a bookish teenage girl and her friends while his doctor chases him through the streets.",30.301307,"[{""name"": ""Compass International Pictures"", ""id"": 14323}, {""name"": ""Falcon International Productions"", ""id"": 22814}]",1978-10-25,70000000,91.0,Halloween,7.4,1035,1978,10,25
2411,17000000,"[{""id"": 35, ""name"": ""Comedy""}]",146304,en,"When college friends reunite after 15 years over the Christmas holidays, they discover just how easy it is for long-forgotten rivalries and romances to be reignited.",7.210095,"[{""name"": ""Universal"", ""id"": 6292}]",2013-11-15,71625195,123.0,The Best Man Holiday,6.7,110,2013,11,15
2412,17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",7516,en,"When a Las Vegas performer-turned-snitch named Buddy Israel decides to turn state's evidence and testify against the mob, it seems that a whole lot of people would like to make sure he's no longer breathing.",23.491962,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Scion Films"", ""id"": 7419}, {""name"": ""Working Title Films"", ""id"": 10163}]",2006-12-09,57103895,109.0,Smokin' Aces,6.4,534,2006,12,9
2413,20000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 80, ""name"": ""Crime""}]",41439,en,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",36.133536,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Twisted Pictures"", ""id"": 2061}, {""name"": ""Serendipity Productions"", ""id"": 6680}]",2010-10-21,136150434,90.0,Saw: The Final Chapter,5.8,730,2010,10,21
2415,17000000,"[{""id"": 35, ""name"": ""Comedy""}]",9429,en,"Despite being well into adulthood, brothers Doug and Steve Butabi still live at home and work in the flower shop owned by their dad. They exist only to hit on women at discos, though they're routinely unsuccessful until a chance run-in with Richard Grieco gets them inside the swank Roxbury club. Mistaken for high rollers, they meet their dream women, Vivica and Cambi, and resolve to open a club of their own.",12.709227,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""SNL Studios"", ""id"": 2822}]",1998-10-01,30331165,81.0,A Night at the Roxbury,5.9,198,1998,10,1
2416,17000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",38117,en,"A curse transforms a handsome and arrogant young man into everything he detests in this contemporary retelling of Beauty and the Beast. Wealthy Kyle Kingson has everything a teenager could want in life, but he still gets off on humiliating the weaker and less attractive. When Kyle invites his misfit classmate Kendra to an environmental rally at their school, she questions his motivations but reluctantly accepts. Later, Kyle blows Kendra off, prompting the spurned goth girl to cast a dark spell on the swaggering egotist.",24.054062,"[{""name"": ""CBS Films"", ""id"": 5490}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}, {""name"": ""Storefront Films"", ""id"": 60600}]",2011-01-21,43165571,86.0,Beastly,6.0,849,2011,1,21
2417,15000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9792,en,"Based on Wes Craven's 1977 suspenseful cult classic, The Hills Have Eyes is the story of a family road trip that goes terrifyingly awry when the travelers become stranded in a government atomic zone. Miles from nowhere, the Carter family soon realizes the seemingly uninhabited wasteland is actually the breeding ground of a blood-thirsty mutant family...and they are the prey.",35.107857,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Major Studio Partners"", ""id"": 445}, {""name"": ""Craven-Maddalena Films"", ""id"": 1600}]",2006-03-10,69623713,107.0,The Hills Have Eyes,6.1,705,2006,3,10
2419,0,"[{""id"": 18, ""name"": ""Drama""}]",228203,en,A track coach in a small California town transforms a team of athletes into championship contenders.,14.023082,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Mayhem Pictures"", ""id"": 22881}]",2015-02-20,45710059,128.0,"McFarland, USA",7.4,213,2015,2,20
2421,20000000,"[{""id"": 18, ""name"": ""Drama""}]",13960,en,"As four friends prepare for life after high school, different challenges bring about turning points in each of their lives. The dramas unfold and resolve at their local rollerskating rink, Cascade.",5.422285,"[{""name"": ""Warner Bros."", ""id"": 6194}]",2006-03-31,21170563,105.0,ATL,6.0,32,2006,3,31
2422,17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",114150,en,"College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.",32.746486,"[{""name"": ""Brownstone Productions"", ""id"": 12365}]",2012-09-28,115350426,112.0,Pitch Perfect,7.3,2247,2012,9,28
2423,34000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",26602,en,"A coming-of-age romantic comedy set against the backdrop of the Cape Cod Baseball League. Local boy Ryan Dunne (Freddie Prinze Jr.), now a pitcher for Boston College, meets Tenley Parrish (Jessica Biel), the daughter of a wealthy couple who summer on the Cape. Ryan and Tenley fall in love, much to the chagrin of their families, while Ryan clings to one last hope of being discovered and signed to a pro baseball contract.",3.960098,"[{""name"": ""Tollin/Robbins Productions"", ""id"": 2184}, {""name"": ""Warner Bros."", ""id"": 6194}]",2001-08-22,19693891,108.0,Summer Catch,4.8,63,2001,8,22
2428,17000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",26390,en,Enforcing the law within the notoriously rough Brownsville section of the city and especially within the Van Dyke housing projects is the NYPD's sixty-fifth precinct. Three police officers struggle with the sometimes fine line between right and wrong.,18.790102,"[{""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Langley Productions"", ""id"": 2435}, {""name"": ""Thunder Road Productions"", ""id"": 4654}, {""name"": ""Fuqua Films"", ""id"": 8151}, {""name"": ""Millennium Films"", ""id"": 10254}]",2009-01-16,29536299,133.0,Brooklyn's Finest,6.2,293,2009,1,16
2429,17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",27759,en,"Diplomats, soldiers and other representatives of a dozen nations fend off the siege of the International Compound in Peking during the 1900 Boxer Rebellion. The disparate interests unite for survival despite competing factions, overwhelming odds, delayed relief and tacit support of the Boxers by the Empress of China and her generals.",3.321095,"[{""name"": ""Allied Artists Pictures"", ""id"": 4928}, {""name"": ""Samuel Bronston Productions"", ""id"": 10253}]",1963-05-06,10000000,154.0,55 Days at Peking,6.3,36,1963,5,6
2430,17000000,"[{""id"": 27, ""name"": ""Horror""}]",109428,en,"Evil Dead, the fourth installment of the Evil Dead franchise, serving as both a reboot and as a loose continuation of the series, features Mia, a young woman struggling with sobriety, heads to a remote cabin with a group of friends where the discovery of a Book of the Dead unwittingly summon up dormant demons which possess the youngsters one by one.",33.912116,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Ghost House Pictures"", ""id"": 768}, {""name"": ""FilmDistrict"", ""id"": 7263}]",2013-04-05,97542952,91.0,Evil Dead,6.4,1723,2013,4,5
2431,17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",23049,en,"A Greek tour guide named Georgia attempts to recapture her kefi (Greek for mojo) by guiding a ragtag group of tourists around Greece and showing them the beauty of her native land. Along the way, she manages to open their eyes to the wonders of an exotic foreign land while beginning to see the world through a new set of eyes in the process.",5.787891,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""26 Films"", ""id"": 2157}]",2009-02-06,20455276,95.0,My Life in Ruins,5.6,101,2009,2,6
2432,17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",9310,en,"The new season of ""American Dreamz,"" the wildly popular television singing contest, has captured the country's attention, as the competition looks to be between a young Midwestern gal (Moore) and a showtunes-loving young man from Orange County (Golzari). Recently awakened President Staton (Quaid) even wants in on the craze, as he signs up for the potential explosive season finale.",7.864011,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Depth of Field"", ""id"": 1473}]",2006-03-04,7314027,107.0,American Dreamz,4.9,95,2006,3,4
2433,17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",11411,en,"With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.",17.062117,"[{""name"": ""Cannon Films"", ""id"": 4110}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""London-Cannon Films"", ""id"": 6231}, {""name"": ""Golan-Globus Productions"", ""id"": 13549}]",1987-07-23,19300000,90.0,Superman IV: The Quest for Peace,4.1,318,1987,7,23
2435,17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",7304,en,"After a drug-op gone bad, Joey Gazelle is put in charge of disposing the gun that shot a dirty cop. But things goes wrong for Joey after the neighbor kid stole the gun and used it to shoot his abusive father. Now Joey has to find the kid and the gun before the police and the mob find them first.",19.311572,"[{""name"": ""International Production Company"", ""id"": 1507}, {""name"": ""True Grit Productions"", ""id"": 2227}, {""name"": ""Zero Gravity Management"", ""id"": 5357}, {""name"": ""Pierce/Williams Entertainment"", ""id"": 18621}]",2006-01-06,9500000,122.0,Running Scared,7.0,331,2006,1,6
2438,40000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",1491,en,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crowned prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",36.960953,"[{""name"": ""Michael London Productions"", ""id"": 1187}, {""name"": ""Stillking Films"", ""id"": 11345}, {""name"": ""Bob Yari Productions"", ""id"": 12260}, {""name"": ""Bull's Eye Entertainment"", ""id"": 25432}, {""name"": ""Contagious Entertainment"", ""id"": 52740}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",2006-08-18,86915017,110.0,The Illusionist,7.1,1615,2006,8,18
